disease,disease_cui,label,label_cui,score,label_semantic_type,label_nct_count,label_nct,label bucket
covid-19,C5203670,myalgia,C0231528,1.06165558,sign or symptom,75.0,NCT04276688  NCT04313946  NCT04320472  NCT04329611  NCT04333472  NCT04341441  NCT04342663  NCT04343651  NCT04343768  NCT04350281  NCT04350671  NCT04350684  NCT04351620  NCT04354155  NCT04354818  NCT04358068  NCT04358081  NCT04358614  NCT04359316  NCT04359615  NCT04361214  NCT04363541  NCT04364711  NCT04365231  NCT04365257  NCT04365738  NCT04366141  NCT04369742  NCT04370782  NCT04371406  NCT04371562  NCT04372004  NCT04374695  NCT04377997  NCT04379479  NCT04380662  NCT04388618  NCT04390191  NCT04393038  NCT04407182  NCT04408456  NCT04410354  NCT04410562  NCT04411433  NCT04412018  NCT04424901  NCT04425252  NCT04427501  NCT04428073  NCT04431414  NCT04433013  NCT04433871  NCT04434417  NCT04438057  NCT04453891  NCT04458337  NCT04459286  NCT04466644  NCT04473170  NCT04479163  NCT04482712  NCT04487574  NCT04489628  NCT04490486  NCT04492865  NCT04497246  NCT04499677  NCT04504032  NCT04508023  NCT04518410  NCT04519398  NCT04521400  NCT04527211  NCT04528927  NCT04529499,have_had
covid-19,C5203670,anosmia,C0003126,0.9972772000000001,sign or symptom,54.0,NCT04342663  NCT04342728  NCT04354155  NCT04354857  NCT04355611  NCT04361344  NCT04362930  NCT04365231  NCT04366934  NCT04369742  NCT04371406  NCT04373460  NCT04377997  NCT04380896  NCT04381988  NCT04384042  NCT04388618  NCT04390165  NCT04393038  NCT04397575  NCT04405739  NCT04407494  NCT04408170  NCT04408391  NCT04410562  NCT04427254  NCT04431414  NCT04431908  NCT04433013  NCT04434417  NCT04435184  NCT04438057  NCT04442165  NCT04445597  NCT04451694  NCT04453891  NCT04459286  NCT04466241  NCT04473157  NCT04479163  NCT04483830  NCT04484493  NCT04490239  NCT04490486  NCT04492904  NCT04495816  NCT04497246  NCT04499677  NCT04503525  NCT04504032  NCT04507893  NCT04524507  NCT04528329  NCT04528927,have_had
covid-19,C5203670,sore throat,C0723402  C0031350,0.9359117,disease or syndrome|sign or symptom|pharmacologic substance|organic chemical,61.0,NCT04329611  NCT04332991  NCT04333472  NCT04335630  NCT04342663  NCT04343651  NCT04347239  NCT04348240  NCT04351620  NCT04354259  NCT04354857  NCT04358068  NCT04361214  NCT04361461  NCT04364711  NCT04365257  NCT04366141  NCT04372004  NCT04372017  NCT04377997  NCT04380402  NCT04381988  NCT04387760  NCT04388618  NCT04390191  NCT04390503  NCT04393038  NCT04400799  NCT04402879  NCT04405570  NCT04407182  NCT04408391  NCT04408456  NCT04409184  NCT04410354  NCT04411433  NCT04412018  NCT04424901  NCT04425252  NCT04427501  NCT04428073  NCT04431414  NCT04433013  NCT04435184  NCT04438057  NCT04441398  NCT04446104  NCT04452604  NCT04453891  NCT04459286  NCT04466644  NCT04469179  NCT04473170  NCT04476927  NCT04479163  NCT04482712  NCT04490486  NCT04504032  NCT04518410  NCT04524507  NCT04529499,have_had
covid-19,C5203670,respiratory tract infection,C0035243,0.9221662799999999,disease or syndrome,89.0,NCT04410107  NCT04395105  NCT04410510  NCT04334850  NCT04233268  NCT04488510  NCT04357366  NCT04345601  NCT04505605  NCT04372199  NCT04448717  NCT04381858  NCT04355481  NCT04351516  NCT04446104  NCT04511429  NCT04476927  NCT04347538  NCT04481646  NCT04376476  NCT04357990  NCT04348240  NCT04379479  NCT04318431  NCT04516486  NCT04356560  NCT04377659  NCT04435457  NCT04516512  NCT04525820  NCT04372472  NCT04454606  NCT04411446  NCT04527614  NCT04366921  NCT04365257  NCT04435184  NCT04401202  NCT04341168  NCT04371926  NCT04475302  NCT04346329  NCT04458298  NCT04344561  NCT04438239  NCT04325646  NCT04520620  NCT04362176  NCT04346212  NCT04391101  NCT04391127  NCT04424901  NCT04344951  NCT04350086  NCT04336748  NCT04341441  NCT04381338  NCT04329507  NCT04368260  NCT04413045  NCT04452435  NCT04471636  NCT04372628  NCT04500626  NCT04500067  NCT04461379  NCT03808922  NCT04328285  NCT04354389  NCT04332991  NCT04359693  NCT04363840  NCT04354428  NCT04470531  NCT04525118  NCT04328441  NCT04491240  NCT04503525  NCT04382092  NCT04379336  NCT04364711  NCT04353141  NCT04500639  NCT04458948  NCT04485364  NCT04505098  NCT04429854  NCT04375098  NCT04415359,have_had
covid-19,C5203670,pao2,C1283004,0.903128082,laboratory procedure,197.0,NCT04261426  NCT04264858  NCT04272710  NCT04273646  NCT04287686  NCT04288102  NCT04292964  NCT04293692  NCT04302519  NCT04304313  NCT04305106  NCT04320615  NCT04324021  NCT04325633  NCT04326075  NCT04326920  NCT04327505  NCT04330638  NCT04331613  NCT04332666  NCT04332913  NCT04333368  NCT04334629  NCT04335032  NCT04335071  NCT04335123  NCT04336254  NCT04336462  NCT04337008  NCT04339660  NCT04340414  NCT04341038  NCT04341285  NCT04341870  NCT04343053  NCT04343963  NCT04344288  NCT04344431  NCT04344730  NCT04345289  NCT04345601  NCT04346212  NCT04346277  NCT04346355  NCT04346368  NCT04346446  NCT04347239  NCT04347928  NCT04347980  NCT04348461  NCT04348500  NCT04349618  NCT04351763  NCT04352400  NCT04353180  NCT04353206  NCT04354389  NCT04354610  NCT04355364  NCT04355728  NCT04356677  NCT04356833  NCT04358614  NCT04358926  NCT04358939  NCT04359095  NCT04359290  NCT04359511  NCT04359667  NCT04360876  NCT04361253  NCT04361526  NCT04361903  NCT04361942  NCT04363736  NCT04363853  NCT04366063  NCT04366115  NCT04366245  NCT04366271  NCT04366856  NCT04369820  NCT04370223  NCT04370288  NCT04371367  NCT04371393  NCT04371822  NCT04372979  NCT04374487  NCT04375046  NCT04375202  NCT04375735  NCT04377503  NCT04377620  NCT04378920  NCT04380519  NCT04380727  NCT04380935  NCT04381858  NCT04382625  NCT04382729  NCT04382755  NCT04382950  NCT04384445  NCT04384731  NCT04385199  NCT04386447  NCT04386616  NCT04388709  NCT04389580  NCT04390139  NCT04391140  NCT04392778  NCT04393402  NCT04393727  NCT04397497  NCT04397510  NCT04397562  NCT04397796  NCT04398303  NCT04399889  NCT04400058  NCT04400929  NCT04401475  NCT04402957  NCT04403269  NCT04403477  NCT04404361  NCT04405310  NCT04408040  NCT04408209  NCT04408235  NCT04409509  NCT04409925  NCT04410107  NCT04410510  NCT04411680  NCT04412057  NCT04412291  NCT04412486  NCT04412772  NCT04414293  NCT04415086  NCT04416139  NCT04420390  NCT04421027  NCT04424056  NCT04424901  NCT04425252  NCT04425538  NCT04425837  NCT04425915  NCT04429334  NCT04432324  NCT04435327  NCT04435717  NCT04444271  NCT04444531  NCT04445337  NCT04448756  NCT04449588  NCT04452474  NCT04452812  NCT04456361  NCT04457349  NCT04458948  NCT04461925  NCT04466098  NCT04468971  NCT04470258  NCT04475588  NCT04475991  NCT04477083  NCT04477668  NCT04477954  NCT04477993  NCT04479163  NCT04482621  NCT04486001  NCT04487886  NCT04490486  NCT04493242  NCT04494386  NCT04494724  NCT04497324  NCT04497623  NCT04498936  NCT04511650  NCT04511923  NCT04513184  NCT04514302  NCT04519424  NCT04522986  NCT04526717  NCT04528927  NCT04529499  NCT04530604,have_had
covid-19,C5203670,critical illness,C0010340,0.90056304,disease or syndrome,111.0,NCT02765191  NCT03305341  NCT03348670  NCT04233268  NCT04273646  NCT04285801  NCT04320472  NCT04325633  NCT04331613  NCT04331795  NCT04333355  NCT04336345  NCT04338802  NCT04339660  NCT04343963  NCT04344080  NCT04345991  NCT04347174  NCT04347239  NCT04347928  NCT04348513  NCT04350073  NCT04350281  NCT04354558  NCT04354584  NCT04355767  NCT04355897  NCT04357275  NCT04358809  NCT04359706  NCT04359810  NCT04359901  NCT04360837  NCT04363008  NCT04363853  NCT04364763  NCT04367207  NCT04367831  NCT04371562  NCT04373135  NCT04374370  NCT04374487  NCT04374617  NCT04376905  NCT04377997  NCT04378582  NCT04379258  NCT04381286  NCT04381338  NCT04381351  NCT04381858  NCT04382092  NCT04382417  NCT04387760  NCT04388670  NCT04390074  NCT04394169  NCT04395716  NCT04397172  NCT04401254  NCT04403100  NCT04405310  NCT04406389  NCT04406688  NCT04408248  NCT04408365  NCT04409821  NCT04412304  NCT04412330  NCT04412356  NCT04415060  NCT04422444  NCT04422626  NCT04424901  NCT04425213  NCT04425837  NCT04428268  NCT04433325  NCT04441489  NCT04441996  NCT04444271  NCT04445259  NCT04449718  NCT04450017  NCT04451889  NCT04452565  NCT04452812  NCT04454372  NCT04455360  NCT04455451  NCT04459819  NCT04462393  NCT04465058  NCT04465695  NCT04467086  NCT04468009  NCT04476888  NCT04478019  NCT04480632  NCT04482621  NCT04488081  NCT04491227  NCT04494399  NCT04511923  NCT04513184  NCT04521309  NCT04523831  NCT04524234  NCT04527198  NCT04528888  NCT04530448,have_had
covid-19,C5203670,respiratory symptom,C0037090,0.84336362,sign or symptom,86.0,NCT04311177  NCT04313946  NCT04318431  NCT04326075  NCT04335097  NCT04335552  NCT04338828  NCT04338958  NCT04340557  NCT04343651  NCT04346797  NCT04347070  NCT04347239  NCT04347980  NCT04348240  NCT04353245  NCT04354831  NCT04357860  NCT04357990  NCT04358211  NCT04361461  NCT04361526  NCT04362956  NCT04363866  NCT04364009  NCT04364737  NCT04365127  NCT04365582  NCT04366739  NCT04368156  NCT04370275  NCT04371952  NCT04372979  NCT04374279  NCT04374565  NCT04376476  NCT04379037  NCT04379284  NCT04379479  NCT04380402  NCT04382391  NCT04390191  NCT04400799  NCT04400929  NCT04402060  NCT04402203  NCT04403100  NCT04407182  NCT04408040  NCT04410107  NCT04410328  NCT04410354  NCT04414293  NCT04415073  NCT04418505  NCT04420312  NCT04421404  NCT04422678  NCT04424017  NCT04425733  NCT04434131  NCT04438863  NCT04442165  NCT04446429  NCT04447131  NCT04456426  NCT04457349  NCT04458519  NCT04465513  NCT04465604  NCT04467151  NCT04471051  NCT04472728  NCT04476888  NCT04481620  NCT04486313  NCT04492358  NCT04492865  NCT04494776  NCT04507893  NCT04514627  NCT04524507  NCT04527614  NCT04530422  NCT04530435  NCT04531735,have_had
covid-19,C5203670,pharyngitis,C0031350,0.8249222,disease or syndrome|sign or symptom|pharmacologic substance|organic chemical,61.0,NCT04329611  NCT04332991  NCT04333472  NCT04335630  NCT04342663  NCT04343651  NCT04347239  NCT04348240  NCT04351620  NCT04354259  NCT04354857  NCT04358068  NCT04361214  NCT04361461  NCT04364711  NCT04365257  NCT04366141  NCT04372004  NCT04372017  NCT04377997  NCT04380402  NCT04381988  NCT04387760  NCT04388618  NCT04390191  NCT04390503  NCT04393038  NCT04400799  NCT04402879  NCT04405570  NCT04407182  NCT04408391  NCT04408456  NCT04409184  NCT04410354  NCT04411433  NCT04412018  NCT04424901  NCT04425252  NCT04427501  NCT04428073  NCT04431414  NCT04433013  NCT04435184  NCT04438057  NCT04441398  NCT04446104  NCT04452604  NCT04453891  NCT04459286  NCT04466644  NCT04469179  NCT04473170  NCT04476927  NCT04479163  NCT04482712  NCT04490486  NCT04504032  NCT04518410  NCT04524507  NCT04529499,have_had
covid-19,C5203670,ebola virus disease,C0282687,0.7516982,disease or syndrome,14.0,NCT04356534  NCT04374643  NCT04380935  NCT04385043  NCT04393727  NCT04402203  NCT04403477  NCT04405310  NCT04405934  NCT04425837  NCT04452812  NCT04464408  NCT04476888  NCT04523090,have_had
covid-19,C5203670,middle east respiratory syndrome,C3694279,0.7110255799999999,disease or syndrome,37.0,NCT04252664  NCT04257656  NCT04292964  NCT04293887  NCT04334954  NCT04342182  NCT04347954  NCT04350281  NCT04355624  NCT04364802  NCT04365517  NCT04366921  NCT04367805  NCT04372368  NCT04372979  NCT04375098  NCT04376476  NCT04380935  NCT04382794  NCT04385095  NCT04385264  NCT04392427  NCT04393727  NCT04402203  NCT04403477  NCT04405310  NCT04413045  NCT04413864  NCT04433364  NCT04459247  NCT04462120  NCT04463849  NCT04470414  NCT04476888  NCT04488510  NCT04497402  NCT04505605,have_had
covid-19,C5203670,oropharyngeal,C0553694,0.70974066,disease or syndrome,49.0,NCT04306705  NCT04324996  NCT04341168  NCT04344184  NCT04345523  NCT04346212  NCT04354714  NCT04354779  NCT04357782  NCT04361448  NCT04366245  NCT04369742  NCT04372602  NCT04373460  NCT04379271  NCT04385160  NCT04394416  NCT04395170  NCT04395794  NCT04401579  NCT04408014  NCT04410939  NCT04420260  NCT04425382  NCT04425629  NCT04426695  NCT04432766  NCT04442191  NCT04461353  NCT04468217  NCT04474457  NCT04475107  NCT04475562  NCT04475575  NCT04477213  NCT04478019  NCT04479163  NCT04481685  NCT04492475  NCT04497987  NCT04498325  NCT04500418  NCT04508556  NCT04510454  NCT04513184  NCT04521309  NCT04522817  NCT04523181  NCT04529499,have_had
covid-19,C5203670,lymphopenia,C0024312,0.6490149000000001,disease or syndrome,20.0,NCT04320472  NCT04330638  NCT04341675  NCT04343963  NCT04355247  NCT04362111  NCT04364763  NCT04382755  NCT04392401  NCT04401241  NCT04414293  NCT04461340  NCT04482712  NCT04487444  NCT04498325  NCT04500418  NCT04512079  NCT04516486  NCT04531319  NCT04531345,have_had
covid-19,C5203670,ageusia,C2364111,0.64638454,sign or symptom,29.0,NCT04311177  NCT04342663  NCT04342728  NCT04355611  NCT04362930  NCT04365231  NCT04366141  NCT04366934  NCT04372004  NCT04388618  NCT04393038  NCT04397575  NCT04407494  NCT04427254  NCT04452604  NCT04459286  NCT04466644  NCT04469179  NCT04473170  NCT04476927  NCT04479163  NCT04492904  NCT04497246  NCT04503525  NCT04504032  NCT04508023  NCT04518410  NCT04524507  NCT04528329,have_had
covid-19,C5203670,nasopharyngeal swab,C2266655,0.605838894,laboratory procedure,103.0,NCT04359810  NCT04460534  NCT04357327  NCT04435314  NCT04389840  NCT04355026  NCT04338568  NCT04356495  NCT04445233  NCT04347798  NCT04387760  NCT04432272  NCT04522466  NCT04359927  NCT04406389  NCT04363502  NCT04453553  NCT04371107  NCT04371029  NCT04391829  NCT04373889  NCT04366934  NCT04508023  NCT04397718  NCT04464395  NCT04409925  NCT04339816  NCT04401410  NCT04365231  NCT04460638  NCT04446169  NCT04475575  NCT04529499  NCT04441996  NCT04428021  NCT04481646  NCT04392128  NCT04427332  NCT04510402  NCT04387955  NCT04516486  NCT04377659  NCT04356937  NCT04354558  NCT04507893  NCT04457609  NCT04443868  NCT04355533  NCT04482621  NCT04336761  NCT04346277  NCT04378686  NCT04367142  NCT04364594  NCT04385212  NCT04466657  NCT04517123  NCT04401293  NCT04424446  NCT04425915  NCT04475562  NCT04395599  NCT04438980  NCT04441710  NCT04442191  NCT04372082  NCT04520620  NCT04437706  NCT04411147  NCT04360980  NCT04364802  NCT04410939  NCT04338698  NCT04473248  NCT04530604  NCT04349241  NCT04383548  NCT04444531  NCT04468412  NCT04408014  NCT04334967  NCT04390503  NCT04347382  NCT04331600  NCT04413968  NCT04424004  NCT04482712  NCT04362995  NCT04508556  NCT04420676  NCT04381052  NCT04498325  NCT04444596  NCT04526054  NCT04506229  NCT04461353  NCT04371406  NCT04366089  NCT04370119  NCT04353271  NCT04405934  NCT04346446  NCT04413071,have_had
covid-19,C5203670,organ failure,C0349410,0.54878824,sign or symptom,54.0,NCT04264858  NCT04408209  NCT04416256  NCT04331613  NCT04416139  NCT04335305  NCT04425837  NCT04445623  NCT04522310  NCT04355793  NCT04327505  NCT04484545  NCT04353180  NCT04334850  NCT04433988  NCT04261426  NCT04479202  NCT04357847  NCT04372589  NCT04377308  NCT04363840  NCT04438863  NCT04361461  NCT04531319  NCT04447404  NCT04350320  NCT04371432  NCT04358406  NCT04361526  NCT04400929  NCT04531345  NCT04348383  NCT04381338  NCT04468009  NCT04401423  NCT04372199  NCT04380935  NCT04375202  NCT04392401  NCT04352985  NCT04399603  NCT04516941  NCT04405232  NCT04359095  NCT04333355  NCT04523090  NCT04492228  NCT04511429  NCT04346446  NCT04352751  NCT04397562  NCT04332913  NCT04425915  NCT04394026,have_had
covid-19,C5203670,plasma transfusion,C0278347,0.497522736,therapeutic or preventive procedure,23.0,NCT04333355  NCT04345289  NCT04345523  NCT04345679  NCT04345991  NCT04346446  NCT04348877  NCT04365439  NCT04372979  NCT04385043  NCT04388410  NCT04391101  NCT04393727  NCT04405310  NCT04411602  NCT04412486  NCT04420988  NCT04425915  NCT04433910  NCT04460547  NCT04502472  NCT04513158  NCT04530370,have_had
covid-19,C5203670,oximetry,C0523807,0.48388719,laboratory procedure,196.0,NCT04498377  NCT04374084  NCT04359810  NCT04408209  NCT04302519  NCT04331613  NCT04395807  NCT04348500  NCT04439071  NCT04344600  NCT04389840  NCT04351724  NCT04343183  NCT04529408  NCT04426695  NCT04338568  NCT04504734  NCT04494724  NCT04360486  NCT04392778  NCT04393051  NCT04373161  NCT04397705  NCT04361461  NCT04392973  NCT04363372  NCT04341675  NCT04361903  NCT04343651  NCT04344444  NCT04355247  NCT04472572  NCT04317092  NCT04419025  NCT04375046  NCT04476888  NCT04287686  NCT04380376  NCT04366271  NCT04527471  NCT04273646  NCT04343963  NCT04355728  NCT04363034  NCT04360096  NCT04338360  NCT04456088  NCT04438694  NCT04470622  NCT04464395  NCT04409925  NCT04523090  NCT04413955  NCT04344431  NCT04331366  NCT04385849  NCT04419623  NCT04401410  NCT04444700  NCT04409509  NCT04366050  NCT04405544  NCT04382781  NCT04393311  NCT04517422  NCT04366115  NCT04264858  NCT04363853  NCT04501952  NCT04374695  NCT04343768  NCT04364763  NCT04315896  NCT04376476  NCT04393038  NCT04386616  NCT04513184  NCT04408235  NCT04364737  NCT04374370  NCT04377659  NCT04356534  NCT04388683  NCT04485429  NCT04441398  NCT04292730  NCT04285190  NCT04398303  NCT04438057  NCT04372368  NCT04527562  NCT04402957  NCT04497324  NCT04414098  NCT04519424  NCT04515199  NCT04357340  NCT04359654  NCT04420247  NCT04487886  NCT04466657  NCT04452812  NCT04331665  NCT04425915  NCT04495101  NCT04344561  NCT04390178  NCT04372979  NCT04477954  NCT04292899  NCT04368156  NCT04432298  NCT04449588  NCT04335032  NCT04415879  NCT04457726  NCT04358406  NCT04434417  NCT04412486  NCT04409522  NCT04444531  NCT04435717  NCT04288102  NCT04346368  NCT04465604  NCT04361942  NCT04459325  NCT04480411  NCT04461925  NCT04392089  NCT04530370  NCT04370223  NCT04344184  NCT04359095  NCT04342650  NCT04456452  NCT04305106  NCT04386447  NCT04347226  NCT04357457  NCT04412057  NCT04348877  NCT04425538  NCT04392232  NCT04343261  NCT04366245  NCT04501796  NCT04376788  NCT04341870  NCT04336254  NCT04380727  NCT04382755  NCT04359901  NCT04381052  NCT04379037  NCT04517162  NCT04445207  NCT04338828  NCT04472728  NCT04389710  NCT04397692  NCT04434144  NCT04411667  NCT04475107  NCT04491240  NCT04352400  NCT04323527  NCT04444271  NCT04461353  NCT04358614  NCT04371406  NCT04375202  NCT04494646  NCT04382391  NCT04336462  NCT04475588  NCT04338347  NCT04377711  NCT04407182  NCT04393948  NCT04458948  NCT04425733  NCT04333355  NCT04347915  NCT04445246  NCT04411602  NCT04514627  NCT04312997  NCT04346446  NCT04352751  NCT04395872  NCT04511819  NCT04512079  NCT04401423  NCT04411446  NCT04356690,have_had
covid-19,C5203670,oxygen supplementation,C0919655,0.318695895,therapeutic or preventive procedure,27.0,NCT04331613  NCT04344288  NCT04348305  NCT04351724  NCT04355494  NCT04356937  NCT04361461  NCT04363216  NCT04363346  NCT04363463  NCT04364737  NCT04388683  NCT04397497  NCT04399356  NCT04402060  NCT04403685  NCT04411680  NCT04412785  NCT04421508  NCT04429867  NCT04441372  NCT04456452  NCT04472494  NCT04479163  NCT04509973  NCT04514627  NCT04523831,have_had
covid-19,C5203670,chest x-ray,C0039985,0.306619788,diagnostic procedure,126.0,NCT04280705  NCT04306705  NCT04313946  NCT04320615  NCT04321993  NCT04329650  NCT04330638  NCT04334460  NCT04335305  NCT04335552  NCT04338009  NCT04338100  NCT04338568  NCT04338828  NCT04338906  NCT04338958  NCT04341766  NCT04344288  NCT04344444  NCT04345523  NCT04345692  NCT04346355  NCT04347174  NCT04348071  NCT04348448  NCT04350593  NCT04354714  NCT04355715  NCT04356508  NCT04356534  NCT04356677  NCT04357860  NCT04358211  NCT04359667  NCT04359810  NCT04359901  NCT04361643  NCT04363346  NCT04363372  NCT04363736  NCT04363866  NCT04365101  NCT04367129  NCT04370236  NCT04370262  NCT04370782  NCT04371289  NCT04374565  NCT04377477  NCT04386083  NCT04386239  NCT04386616  NCT04388527  NCT04390191  NCT04392232  NCT04392778  NCT04394026  NCT04395144  NCT04395170  NCT04395872  NCT04397497  NCT04397757  NCT04399681  NCT04399980  NCT04401579  NCT04402203  NCT04403477  NCT04403607  NCT04403685  NCT04406493  NCT04408170  NCT04408209  NCT04409262  NCT04411147  NCT04412252  NCT04412473  NCT04412772  NCT04414293  NCT04415073  NCT04420390  NCT04421508  NCT04425382  NCT04425538  NCT04429854  NCT04432324  NCT04432766  NCT04435327  NCT04435522  NCT04438993  NCT04444531  NCT04447469  NCT04447781  NCT04452604  NCT04457609  NCT04463004  NCT04463602  NCT04467840  NCT04469114  NCT04470297  NCT04470739  NCT04472494  NCT04473053  NCT04480138  NCT04480424  NCT04482712  NCT04485338  NCT04487886  NCT04488562  NCT04492358  NCT04492475  NCT04492514  NCT04494646  NCT04495101  NCT04498377  NCT04502069  NCT04504734  NCT04513314  NCT04514627  NCT04516811  NCT04517396  NCT04522986  NCT04523181  NCT04527224  NCT04527471  NCT04527562  NCT04530578,have_had
covid-19,C5203670,chest ct,C0202823,0.30524016,diagnostic procedure,71.0,NCT04298814  NCT04323644  NCT04331613  NCT04335786  NCT04336956  NCT04338568  NCT04341766  NCT04347226  NCT04348448  NCT04355247  NCT04355715  NCT04355728  NCT04357457  NCT04357938  NCT04358211  NCT04361474  NCT04363060  NCT04367805  NCT04370782  NCT04374591  NCT04376788  NCT04376814  NCT04377477  NCT04377685  NCT04382469  NCT04382755  NCT04388657  NCT04390594  NCT04394026  NCT04394208  NCT04395144  NCT04401241  NCT04408209  NCT04408391  NCT04409509  NCT04409522  NCT04411433  NCT04412252  NCT04415151  NCT04418128  NCT04420312  NCT04420390  NCT04424849  NCT04429854  NCT04429867  NCT04433871  NCT04435327  NCT04441489  NCT04441814  NCT04445285  NCT04456101  NCT04468087  NCT04469114  NCT04470258  NCT04477083  NCT04479319  NCT04481620  NCT04485429  NCT04493359  NCT04499313  NCT04500418  NCT04504240  NCT04505631  NCT04510662  NCT04515199  NCT04517396  NCT04523571  NCT04525287  NCT04525378  NCT04530578  NCT04530656,have_had
covid-19,C5203670,polymerase chain reaction,C0032520,0.282361026,laboratory procedure,121.0,NCT04252118  NCT04315298  NCT04321421  NCT04326920  NCT04331886  NCT04333953  NCT04335305  NCT04344327  NCT04346342  NCT04346355  NCT04347980  NCT04355143  NCT04355247  NCT04355507  NCT04355871  NCT04356560  NCT04359095  NCT04359615  NCT04359654  NCT04360837  NCT04360980  NCT04361448  NCT04361461  NCT04361526  NCT04366921  NCT04367831  NCT04368260  NCT04369807  NCT04370223  NCT04371640  NCT04372186  NCT04372628  NCT04373707  NCT04374279  NCT04374656  NCT04377685  NCT04378777  NCT04379271  NCT04380935  NCT04381871  NCT04382469  NCT04382924  NCT04384445  NCT04385108  NCT04385212  NCT04385849  NCT04387292  NCT04388670  NCT04389671  NCT04390217  NCT04396353  NCT04397796  NCT04401228  NCT04401423  NCT04402203  NCT04403932  NCT04404062  NCT04404361  NCT04405102  NCT04405739  NCT04405986  NCT04408456  NCT04410939  NCT04412291  NCT04414319  NCT04415151  NCT04416061  NCT04420676  NCT04423042  NCT04424134  NCT04425213  NCT04427566  NCT04432324  NCT04432766  NCT04434417  NCT04435184  NCT04443140  NCT04443270  NCT04446169  NCT04447833  NCT04452435  NCT04452604  NCT04452942  NCT04456049  NCT04460105  NCT04460183  NCT04467918  NCT04468412  NCT04472494  NCT04473690  NCT04475562  NCT04475575  NCT04475991  NCT04477213  NCT04477642  NCT04479319  NCT04480424  NCT04482621  NCT04485169  NCT04486508  NCT04487769  NCT04487886  NCT04490486  NCT04494386  NCT04494646  NCT04495101  NCT04501796  NCT04501952  NCT04503525  NCT04508023  NCT04513210  NCT04514016  NCT04517630  NCT04518735  NCT04522076  NCT04523181  NCT04523831  NCT04526717  NCT04527471  NCT04528771  NCT04529525,have_had
covid-19,C5203670,post-traumatic stress disorder,C0038436,0.25118351099999997,mental or behavioral dysfunction,16.0,NCT04352491  NCT04363177  NCT04378452  NCT04380714  NCT04395872  NCT04401111  NCT04402229  NCT04405362  NCT04408157  NCT04409821  NCT04424771  NCT04430049  NCT04473118  NCT04476914  NCT04511780  NCT04531774,have_had
covid-19,C5203670,lung injury,C0273115,0.20553210600000002,injury or poisoning,56.0,NCT04295551  NCT04305106  NCT04323228  NCT04323332  NCT04334629  NCT04340557  NCT04341038  NCT04344184  NCT04344288  NCT04346277  NCT04349618  NCT04351243  NCT04355494  NCT04355728  NCT04357782  NCT04359290  NCT04359407  NCT04360096  NCT04361526  NCT04366921  NCT04371601  NCT04375046  NCT04375176  NCT04376905  NCT04382625  NCT04382755  NCT04382950  NCT04384497  NCT04389671  NCT04389840  NCT04395482  NCT04397510  NCT04399603  NCT04400929  NCT04401475  NCT04401527  NCT04402840  NCT04405102  NCT04408326  NCT04412057  NCT04413955  NCT04416100  NCT04449588  NCT04466657  NCT04468971  NCT04470297  NCT04482621  NCT04482712  NCT04487964  NCT04497623  NCT04503057  NCT04510623  NCT04510662  NCT04511923  NCT04524156  NCT04525378,have_had
covid-19,C5203670,serologic test,C0036743,0.191942214,laboratory procedure,37.0,NCT04325646  NCT04345315  NCT04348214  NCT04349202  NCT04355247  NCT04355533  NCT04355715  NCT04356586  NCT04367857  NCT04372004  NCT04373889  NCT04381988  NCT04391101  NCT04392388  NCT04397237  NCT04408014  NCT04429724  NCT04441710  NCT04441996  NCT04447781  NCT04452773  NCT04452812  NCT04453488  NCT04455308  NCT04469647  NCT04473131  NCT04475575  NCT04480580  NCT04488484  NCT04493359  NCT04497324  NCT04505098  NCT04507256  NCT04510454  NCT04519125  NCT04525911  NCT04530461,have_had
covid-19,C5203670,molecular diagnostic,C2121080,0.16539174,laboratory procedure,12.0,NCT04331899  NCT04344548  NCT04360278  NCT04367545  NCT04376034  NCT04377711  NCT04379479  NCT04382092  NCT04425629  NCT04426695  NCT04468217  NCT04524663,have_had
covid-19,C5203670,intracranial aneurysm,C0007766,0.60499086,disease or syndrome,19.0,NCT00029133  NCT00288405  NCT01101347  NCT01323439  NCT01420991  NCT01503775  NCT01840761  NCT02037932  NCT02390037  NCT02607501  NCT02848612  NCT03145701  NCT03359252  NCT03496415  NCT03642639  NCT04155606  NCT04305626  NCT04380350  NCT04499508,have_had
covid-19,C5203670,aortic aneurysm,C0003486,0.24456716,disease or syndrome,11.0,NCT00538421  NCT03484013  NCT04224675  NCT03165279  NCT01420991  NCT01526811  NCT01094938  NCT01670903  NCT01234610  NCT01756833  NCT04269447,have_had
covid-19,C5203670,stroke,C0038454,0.1778697,disease or syndrome,5.0,NCT01343537  NCT00905931  NCT01420991  NCT01840761  NCT02638701,have_had
covid-19,C5203670,ruptured aneurysm,C0162869,0.13714636,disease or syndrome,6.0,NCT03642639  NCT01343537  NCT01420991  NCT00549380  NCT00282893  NCT01503775,have_had
covid-19,C5203670,cerebral aneurysm,C0917996,0.09109880000000001,disease or syndrome,4.0,NCT01840761  NCT00972790  NCT00282893  NCT02167997,have_had
covid-19,C5203670,burning,C0085624,0.0832173,sign or symptom,1.0,NCT01343537,have_had
covid-19,C5203670,brain aneurysm,C0751003,0.0765449,disease or syndrome,4.0,NCT01840761  NCT02878967  NCT03140020  NCT03496415,have_had
